ID,OrderID,Customer Id,Product,Region,OrderDate,Quantity,UnitPrice
5495,1015,Cus1486,Hat,East,2480-11-30,11,10
5496,1016,Cus1287,Socks,West,2480-12-31,4,20
5497,1017,Cus1361,Jacket,North,2481-01-31,3,30
5498,1018,Cus1243,Gloves,South,2481-02-28,12,25
5499,1019,Cus1428,Shoes,East,2481-03-31,5,15
5500,1020,Cus1059,Hat,West,2481-04-30,7,50
5501,1001,Cus1112,Shirt,North,2481-05-31,5,20
5502,1002,Cus1484,Shoes,South,2481-06-30,10,50
5503,1003,Cus1079,Hat,East,2481-07-31,7,15
5504,1004,Cus1476,Socks,West,2481-08-31,3,5
5505,1005,Cus1247,Jacket,North,2481-09-30,2,60
5506,1006,Cus1122,Gloves,South,2481-10-31,8,25
5507,1007,Cus1457,Shirt,East,2481-11-30,12,40
5508,1008,Cus1420,Shoes,West,2481-12-31,4,15
5509,1009,Cus1144,Hat,North,2482-01-31,7,10
5510,1010,Cus1045,Socks,South,2482-02-28,9,30
5511,1011,Cus1297,Jacket,East,2482-03-31,6,35
5512,1012,Cus1391,Gloves,West,2482-04-30,5,20
5513,1013,Cus1005,Shirt,North,2482-05-31,8,50
5514,1014,Cus1375,Shoes,South,2482-06-30,10,60
5515,1015,Cus1286,Hat,East,2482-07-31,11,10
5516,1016,Cus1449,Socks,West,2482-08-31,4,20
5517,1017,Cus1016,Jacket,North,2482-09-30,3,30
5518,1018,Cus1133,Gloves,South,2482-10-31,12,25
5519,1019,Cus1036,Shoes,East,2482-11-30,5,15
5520,1020,Cus1412,Hat,West,2482-12-31,7,50
5521,1001,Cus1221,Shirt,North,2483-01-31,5,20
5522,1002,Cus1262,Shoes,South,2483-02-28,10,50
5523,1003,Cus1495,Hat,East,2483-03-31,7,15
5524,1004,Cus1160,Socks,West,2483-04-30,3,5
5525,1005,Cus1124,Jacket,North,2483-05-31,2,60
5526,1006,Cus1318,Gloves,South,2483-06-30,8,25
5527,1007,Cus1088,Shirt,East,2483-07-31,12,40
5528,1008,Cus1460,Shoes,West,2483-08-31,4,15
5529,1009,Cus1178,Hat,North,2483-09-30,7,10
5530,1010,Cus1056,Socks,South,2483-10-31,9,30
5531,1011,Cus1495,Jacket,East,2483-11-30,6,35
5532,1012,Cus1098,Gloves,West,2483-12-31,5,20
5533,1013,Cus1091,Shirt,North,2484-01-31,8,50
5534,1014,Cus1491,Shoes,South,2484-02-29,10,60
5535,1015,Cus1001,Hat,East,2484-03-31,11,10
5536,1016,Cus1474,Socks,West,2484-04-30,4,20
5537,1017,Cus1413,Jacket,North,2484-05-31,3,30
5538,1018,Cus1423,Gloves,South,2484-06-30,12,25
5539,1019,Cus1480,Shoes,East,2484-07-31,5,15
5540,1020,Cus1110,Hat,West,2484-08-31,7,50
5541,1001,Cus1158,Shirt,North,2484-09-30,5,20
5542,1002,Cus1324,Shoes,South,2484-10-31,10,50
5543,1003,Cus1081,Hat,East,2484-11-30,7,15
5544,1004,Cus1300,Socks,West,2484-12-31,3,5
5545,1005,Cus1019,Jacket,North,2485-01-31,2,60
5546,1006,Cus1468,Gloves,South,2485-02-28,8,25
5547,1007,Cus1113,Shirt,East,2485-03-31,12,40
5548,1008,Cus1303,Shoes,West,2485-04-30,4,15
5549,1009,Cus1246,Hat,North,2485-05-31,7,10
5550,1010,Cus1456,Socks,South,2485-06-30,9,30
5551,1011,Cus1381,Jacket,East,2485-07-31,6,35
5552,1012,Cus1050,Gloves,West,2485-08-31,5,20
5553,1013,Cus1113,Shirt,North,2485-09-30,8,50
5554,1014,Cus1289,Shoes,South,2485-10-31,10,60
5555,1015,Cus1291,Hat,East,2485-11-30,11,10
5556,1016,Cus1052,Socks,West,2485-12-31,4,20
5557,1017,Cus1215,Jacket,North,2486-01-31,3,30
5558,1018,Cus1458,Gloves,South,2486-02-28,12,25
5559,1019,Cus1224,Shoes,East,2486-03-31,5,15
5560,1020,Cus1205,Hat,West,2486-04-30,7,50
5561,1001,Cus1043,Shirt,North,2486-05-31,5,20
5562,1002,Cus1166,Shoes,South,2486-06-30,10,50
5563,1003,Cus1107,Hat,East,2486-07-31,7,15
5564,1004,Cus1474,Socks,West,2486-08-31,3,5
5565,1005,Cus1390,Jacket,North,2486-09-30,2,60
5566,1006,Cus1367,Gloves,South,2486-10-31,8,25
5567,1007,Cus1329,Shirt,East,2486-11-30,12,40
5568,1008,Cus1349,Shoes,West,2486-12-31,4,15
5569,1009,Cus1315,Hat,North,2487-01-31,7,10
5570,1010,Cus1139,Socks,South,2487-02-28,9,30
5571,1011,Cus1038,Jacket,East,2487-03-31,6,35
5572,1012,Cus1112,Gloves,West,2487-04-30,5,20
5573,1013,Cus1359,Shirt,North,2487-05-31,8,50
5574,1014,Cus1070,Shoes,South,2487-06-30,10,60
5575,1015,Cus1041,Hat,East,2487-07-31,11,10
5576,1016,Cus1306,Socks,West,2487-08-31,4,20
5577,1017,Cus1421,Jacket,North,2487-09-30,3,30
5578,1018,Cus1178,Gloves,South,2487-10-31,12,25
5579,1019,Cus1110,Shoes,East,2487-11-30,5,15
5580,1020,Cus1396,Hat,West,2487-12-31,7,50
5581,1001,Cus1166,Shirt,North,2488-01-31,5,20
5582,1002,Cus1477,Shoes,South,2488-02-29,10,50
5583,1003,Cus1377,Hat,East,2488-03-31,7,15
5584,1004,Cus1152,Socks,West,2488-04-30,3,5
5585,1005,Cus1066,Jacket,North,2488-05-31,2,60
5586,1006,Cus1211,Gloves,South,2488-06-30,8,25
5587,1007,Cus1341,Shirt,East,2488-07-31,12,40
5588,1008,Cus1357,Shoes,West,2488-08-31,4,15
5589,1009,Cus1430,Hat,North,2488-09-30,7,10
5590,1010,Cus1120,Socks,South,2488-10-31,9,30
5591,1011,Cus1136,Jacket,East,2488-11-30,6,35
5592,1012,Cus1193,Gloves,West,2488-12-31,5,20
5593,1013,Cus1343,Shirt,North,2489-01-31,8,50
5594,1014,Cus1294,Shoes,South,2489-02-28,10,60
5595,1015,Cus1176,Hat,East,2489-03-31,11,10
5596,1016,Cus1127,Socks,West,2489-04-30,4,20
5597,1017,Cus1226,Jacket,North,2489-05-31,3,30
5598,1018,Cus1115,Gloves,South,2489-06-30,12,25
5599,1019,Cus1415,Shoes,East,2489-07-31,5,15
5600,1020,Cus1189,Hat,West,2489-08-31,7,50
5601,1001,Cus1306,Shirt,North,2489-09-30,5,20
5602,1002,Cus1163,Shoes,South,2489-10-31,10,50
5603,1003,Cus1123,Hat,East,2489-11-30,7,15
5604,1004,Cus1440,Socks,West,2489-12-31,3,5
5605,1005,Cus1445,Jacket,North,2490-01-31,2,60
5606,1006,Cus1306,Gloves,South,2490-02-28,8,25
5607,1007,Cus1390,Shirt,East,2490-03-31,12,40
5608,1008,Cus1009,Shoes,West,2490-04-30,4,15
5609,1009,Cus1102,Hat,North,2490-05-31,7,10
5610,1010,Cus1186,Socks,South,2490-06-30,9,30
5611,1011,Cus1413,Jacket,East,2490-07-31,6,35
5612,1012,Cus1235,Gloves,West,2490-08-31,5,20
5613,1013,Cus1423,Shirt,North,2490-09-30,8,50
5614,1014,Cus1312,Shoes,South,2490-10-31,10,60
5615,1015,Cus1335,Hat,East,2490-11-30,11,10
5616,1016,Cus1200,Socks,West,2490-12-31,4,20
5617,1017,Cus1220,Jacket,North,2491-01-31,3,30
5618,1018,Cus1196,Gloves,South,2491-02-28,12,25
5619,1019,Cus1061,Shoes,East,2491-03-31,5,15
5620,1020,Cus1471,Hat,West,2491-04-30,7,50
5621,1001,Cus1483,Shirt,North,2491-05-31,5,20
5622,1002,Cus1369,Shoes,South,2491-06-30,10,50
5623,1003,Cus1327,Hat,East,2491-07-31,7,15
5624,1004,Cus1285,Socks,West,2491-08-31,3,5
5625,1005,Cus1199,Jacket,North,2491-09-30,2,60
5626,1006,Cus1297,Gloves,South,2491-10-31,8,25
5627,1007,Cus1268,Shirt,East,2491-11-30,12,40
5628,1008,Cus1164,Shoes,West,2491-12-31,4,15
5629,1009,Cus1186,Hat,North,2492-01-31,7,10
5630,1010,Cus1157,Socks,South,2492-02-29,9,30
5631,1011,Cus1103,Jacket,East,2492-03-31,6,35
5632,1012,Cus1047,Gloves,West,2492-04-30,5,20
5633,1013,Cus1267,Shirt,North,2492-05-31,8,50
5634,1014,Cus1195,Shoes,South,2492-06-30,10,60
5635,1015,Cus1143,Hat,East,2492-07-31,11,10
5636,1016,Cus1464,Socks,West,2492-08-31,4,20
5637,1017,Cus1474,Jacket,North,2492-09-30,3,30
5638,1018,Cus1065,Gloves,South,2492-10-31,12,25
5639,1019,Cus1258,Shoes,East,2492-11-30,5,15
5640,1020,Cus1087,Hat,West,2492-12-31,7,50
5641,1001,Cus1361,Shirt,North,2493-01-31,5,20
5642,1002,Cus1486,Shoes,South,2493-02-28,10,50
5643,1003,Cus1232,Hat,East,2493-03-31,7,15
5644,1004,Cus1130,Socks,West,2493-04-30,3,5
5645,1005,Cus1364,Jacket,North,2493-05-31,2,60
5646,1006,Cus1161,Gloves,South,2493-06-30,8,25
5647,1007,Cus1489,Shirt,East,2493-07-31,12,40
5648,1008,Cus1156,Shoes,West,2493-08-31,4,15
5649,1009,Cus1208,Hat,North,2493-09-30,7,10
5650,1010,Cus1387,Socks,South,2493-10-31,9,30
5651,1011,Cus1155,Jacket,East,2493-11-30,6,35
5652,1012,Cus1282,Gloves,West,2493-12-31,5,20
5653,1013,Cus1389,Shirt,North,2494-01-31,8,50
5654,1014,Cus1245,Shoes,South,2494-02-28,10,60
5655,1015,Cus1129,Hat,East,2494-03-31,11,10
5656,1016,Cus1217,Socks,West,2494-04-30,4,20
5657,1017,Cus1220,Jacket,North,2494-05-31,3,30
5658,1018,Cus1456,Gloves,South,2494-06-30,12,25
5659,1019,Cus1155,Shoes,East,2494-07-31,5,15
5660,1020,Cus1208,Hat,West,2494-08-31,7,50
5661,1001,Cus1477,Shirt,North,2494-09-30,5,20
5662,1002,Cus1331,Shoes,South,2494-10-31,10,50
5663,1003,Cus1047,Hat,East,2494-11-30,7,15
5664,1004,Cus1434,Socks,West,2494-12-31,3,5
5665,1005,Cus1108,Jacket,North,2495-01-31,2,60
5666,1006,Cus1141,Gloves,South,2495-02-28,8,25
5667,1007,Cus1172,Shirt,East,2495-03-31,12,40
5668,1008,Cus1472,Shoes,West,2495-04-30,4,15
5669,1009,Cus1210,Hat,North,2495-05-31,7,10
5670,1010,Cus1242,Socks,South,2495-06-30,9,30
5671,1011,Cus1378,Jacket,East,2495-07-31,6,35
5672,1012,Cus1461,Gloves,West,2495-08-31,5,20
5673,1013,Cus1500,Shirt,North,2495-09-30,8,50
5674,1014,Cus1170,Shoes,South,2495-10-31,10,60
5675,1015,Cus1248,Hat,East,2495-11-30,11,10
5676,1016,Cus1170,Socks,West,2495-12-31,4,20
5677,1017,Cus1452,Jacket,North,2496-01-31,3,30
5678,1018,Cus1147,Gloves,South,2496-02-29,12,25
5679,1019,Cus1102,Shoes,East,2496-03-31,5,15
5680,1020,Cus1016,Hat,West,2496-04-30,7,50
5681,1001,Cus1055,Shirt,North,2496-05-31,5,20
5682,1002,Cus1233,Shoes,South,2496-06-30,10,50
5683,1003,Cus1398,Hat,East,2496-07-31,7,15
5684,1004,Cus1500,Socks,West,2496-08-31,3,5
5685,1005,Cus1304,Jacket,North,2496-09-30,2,60
5686,1006,Cus1022,Gloves,South,2496-10-31,8,25
5687,1007,Cus1303,Shirt,East,2496-11-30,12,40
5688,1008,Cus1210,Shoes,West,2496-12-31,4,15
5689,1009,Cus1119,Hat,North,2497-01-31,7,10
5690,1010,Cus1476,Socks,South,2497-02-28,9,30
5691,1011,Cus1012,Jacket,East,2497-03-31,6,35
5692,1012,Cus1207,Gloves,West,2497-04-30,5,20
5693,1013,Cus1174,Shirt,North,2497-05-31,8,50
5694,1014,Cus1480,Shoes,South,2497-06-30,10,60
5695,1015,Cus1131,Hat,East,2497-07-31,11,10
5696,1016,Cus1059,Socks,West,2497-08-31,4,20
5697,1017,Cus1119,Jacket,North,2497-09-30,3,30
5698,1018,Cus1427,Gloves,South,2497-10-31,12,25
5699,1019,Cus1397,Shoes,East,2497-11-30,5,15
5700,1020,Cus1409,Hat,West,2497-12-31,7,50
5701,1001,Cus1248,Shirt,North,2498-01-31,5,20
5702,1002,Cus1299,Shoes,South,2498-02-28,10,50
5703,1003,Cus1186,Hat,East,2498-03-31,7,15
5704,1004,Cus1181,Socks,West,2498-04-30,3,5
5705,1005,Cus1377,Jacket,North,2498-05-31,2,60
5706,1006,Cus1023,Gloves,South,2498-06-30,8,25
5707,1007,Cus1318,Shirt,East,2498-07-31,12,40
5708,1008,Cus1361,Shoes,West,2498-08-31,4,15
5709,1009,Cus1023,Hat,North,2498-09-30,7,10
5710,1010,Cus1078,Socks,South,2498-10-31,9,30
5711,1011,Cus1379,Jacket,East,2498-11-30,6,35
5712,1012,Cus1436,Gloves,West,2498-12-31,5,20
5713,1013,Cus1319,Shirt,North,2499-01-31,8,50
5714,1014,Cus1381,Shoes,South,2499-02-28,10,60
5715,1015,Cus1154,Hat,East,2499-03-31,11,10
5716,1016,Cus1417,Socks,West,2499-04-30,4,20
5717,1017,Cus1457,Jacket,North,2499-05-31,3,30
5718,1018,Cus1459,Gloves,South,2499-06-30,12,25
5719,1019,Cus1128,Shoes,East,2499-07-31,5,15
5720,1020,Cus1315,Hat,West,2499-08-31,7,50
5721,1001,Cus1351,Shirt,North,2499-09-30,5,20
5722,1002,Cus1130,Shoes,South,2499-10-31,10,50
5723,1003,Cus1387,Hat,East,2499-11-30,7,15
5724,1004,Cus1228,Socks,West,2499-12-31,3,5
5725,1005,Cus1001,Jacket,North,2500-01-31,2,60
5726,1006,Cus1014,Gloves,South,2500-02-28,8,25
5727,1007,Cus1178,Shirt,East,2500-03-31,12,40
5728,1008,Cus1491,Shoes,West,2500-04-30,4,15
5729,1009,Cus1142,Hat,North,2500-05-31,7,10
5730,1010,Cus1242,Socks,South,2500-06-30,9,30
5731,1011,Cus1220,Jacket,East,2500-07-31,6,35
5732,1012,Cus1298,Gloves,West,2500-08-31,5,20
5733,1013,Cus1289,Shirt,North,2500-09-30,8,50
5734,1014,Cus1071,Shoes,South,2500-10-31,10,60
5735,1015,Cus1431,Hat,East,2500-11-30,11,10
5736,1016,Cus1218,Socks,West,2500-12-31,4,20
5737,1017,Cus1030,Jacket,North,2501-01-31,3,30
5738,1018,Cus1321,Gloves,South,2501-02-28,12,25
5739,1019,Cus1195,Shoes,East,2501-03-31,5,15
5740,1020,Cus1004,Hat,West,2501-04-30,7,50
5741,1001,Cus1341,Shirt,North,2501-05-31,5,20
5742,1002,Cus1090,Shoes,South,2501-06-30,10,50
5743,1003,Cus1327,Hat,East,2501-07-31,7,15
5744,1004,Cus1229,Socks,West,2501-08-31,3,5
5745,1005,Cus1416,Jacket,North,2501-09-30,2,60
5746,1006,Cus1158,Gloves,South,2501-10-31,8,25
5747,1007,Cus1204,Shirt,East,2501-11-30,12,40
5748,1008,Cus1216,Shoes,West,2501-12-31,4,15
5749,1009,Cus1417,Hat,North,2502-01-31,7,10
5750,1010,Cus1413,Socks,South,2502-02-28,9,30
5751,1011,Cus1109,Jacket,East,2502-03-31,6,35
5752,1012,Cus1482,Gloves,West,2502-04-30,5,20
5753,1013,Cus1011,Shirt,North,2502-05-31,8,50
5754,1014,Cus1097,Shoes,South,2502-06-30,10,60
5755,1015,Cus1437,Hat,East,2502-07-31,11,10
5756,1016,Cus1499,Socks,West,2502-08-31,4,20
5757,1017,Cus1430,Jacket,North,2502-09-30,3,30
5758,1018,Cus1334,Gloves,South,2502-10-31,12,25
5759,1019,Cus1079,Shoes,East,2502-11-30,5,15
5760,1020,Cus1234,Hat,West,2502-12-31,7,50
5761,1001,Cus1146,Shirt,North,2503-01-31,5,20
5762,1002,Cus1035,Shoes,South,2503-02-28,10,50
5763,1003,Cus1163,Hat,East,2503-03-31,7,15
5764,1004,Cus1040,Socks,West,2503-04-30,3,5
5765,1005,Cus1187,Jacket,North,2503-05-31,2,60
5766,1006,Cus1294,Gloves,South,2503-06-30,8,25
5767,1007,Cus1157,Shirt,East,2503-07-31,12,40
5768,1008,Cus1143,Shoes,West,2503-08-31,4,15
5769,1009,Cus1079,Hat,North,2503-09-30,7,10
5770,1010,Cus1092,Socks,South,2503-10-31,9,30
5771,1011,Cus1227,Jacket,East,2503-11-30,6,35
5772,1012,Cus1324,Gloves,West,2503-12-31,5,20
5773,1013,Cus1237,Shirt,North,2504-01-31,8,50
5774,1014,Cus1034,Shoes,South,2504-02-29,10,60
5775,1015,Cus1241,Hat,East,2504-03-31,11,10
5776,1016,Cus1271,Socks,West,2504-04-30,4,20
5777,1017,Cus1081,Jacket,North,2504-05-31,3,30
5778,1018,Cus1136,Gloves,South,2504-06-30,12,25
5779,1019,Cus1010,Shoes,East,2504-07-31,5,15
5780,1020,Cus1470,Hat,West,2504-08-31,7,50
5781,1001,Cus1344,Shirt,North,2504-09-30,5,20
5782,1002,Cus1379,Shoes,South,2504-10-31,10,50
5783,1003,Cus1230,Hat,East,2504-11-30,7,15
5784,1004,Cus1315,Socks,West,2504-12-31,3,5
5785,1005,Cus1390,Jacket,North,2505-01-31,2,60
5786,1006,Cus1462,Gloves,South,2505-02-28,8,25
5787,1007,Cus1158,Shirt,East,2505-03-31,12,40
5788,1008,Cus1168,Shoes,West,2505-04-30,4,15
5789,1009,Cus1286,Hat,North,2505-05-31,7,10
5790,1010,Cus1114,Socks,South,2505-06-30,9,30
5791,1011,Cus1109,Jacket,East,2505-07-31,6,35
5792,1012,Cus1416,Gloves,West,2505-08-31,5,20
5793,1013,Cus1312,Shirt,North,2505-09-30,8,50
5794,1014,Cus1113,Shoes,South,2505-10-31,10,60
5795,1015,Cus1164,Hat,East,2505-11-30,11,10
5796,1016,Cus1325,Socks,West,2505-12-31,4,20
5797,1017,Cus1483,Jacket,North,2506-01-31,3,30
5798,1018,Cus1363,Gloves,South,2506-02-28,12,25
5799,1019,Cus1437,Shoes,East,2506-03-31,5,15
5800,1020,Cus1114,Hat,West,2506-04-30,7,50
5801,1001,Cus1333,Shirt,North,2506-05-31,5,20
5802,1002,Cus1390,Shoes,South,2506-06-30,10,50
5803,1003,Cus1174,Hat,East,2506-07-31,7,15
5804,1004,Cus1309,Socks,West,2506-08-31,3,5
5805,1005,Cus1285,Jacket,North,2506-09-30,2,60
5806,1006,Cus1448,Gloves,South,2506-10-31,8,25
5807,1007,Cus1320,Shirt,East,2506-11-30,12,40
5808,1008,Cus1273,Shoes,West,2506-12-31,4,15
5809,1009,Cus1338,Hat,North,2507-01-31,7,10
5810,1010,Cus1037,Socks,South,2507-02-28,9,30
5811,1011,Cus1329,Jacket,East,2507-03-31,6,35
5812,1012,Cus1138,Gloves,West,2507-04-30,5,20
5813,1013,Cus1484,Shirt,North,2507-05-31,8,50
5814,1014,Cus1213,Shoes,South,2507-06-30,10,60
5815,1015,Cus1287,Hat,East,2507-07-31,11,10
5816,1016,Cus1037,Socks,West,2507-08-31,4,20
5817,1017,Cus1230,Jacket,North,2507-09-30,3,30
5818,1018,Cus1281,Gloves,South,2507-10-31,12,25
5819,1019,Cus1109,Shoes,East,2507-11-30,5,15
5820,1020,Cus1436,Hat,West,2507-12-31,7,50
5821,1001,Cus1446,Shirt,North,2508-01-31,5,20
5822,1002,Cus1485,Shoes,South,2508-02-29,10,50
5823,1003,Cus1122,Hat,East,2508-03-31,7,15
5824,1004,Cus1451,Socks,West,2508-04-30,3,5
5825,1005,Cus1174,Jacket,North,2508-05-31,2,60
5826,1006,Cus1176,Gloves,South,2508-06-30,8,25
5827,1007,Cus1321,Shirt,East,2508-07-31,12,40
5828,1008,Cus1177,Shoes,West,2508-08-31,4,15
5829,1009,Cus1403,Hat,North,2508-09-30,7,10
5830,1010,Cus1185,Socks,South,2508-10-31,9,30
5831,1011,Cus1423,Jacket,East,2508-11-30,6,35
5832,1012,Cus1047,Gloves,West,2508-12-31,5,20
5833,1013,Cus1065,Shirt,North,2509-01-31,8,50
5834,1014,Cus1293,Shoes,South,2509-02-28,10,60
5835,1015,Cus1031,Hat,East,2509-03-31,11,10
5836,1016,Cus1046,Socks,West,2509-04-30,4,20
5837,1017,Cus1200,Jacket,North,2509-05-31,3,30
5838,1018,Cus1343,Gloves,South,2509-06-30,12,25
5839,1019,Cus1002,Shoes,East,2509-07-31,5,15
5840,1020,Cus1005,Hat,West,2509-08-31,7,50
5841,1001,Cus1144,Shirt,North,2509-09-30,5,20
5842,1002,Cus1084,Shoes,South,2509-10-31,10,50
5843,1003,Cus1004,Hat,East,2509-11-30,7,15
5844,1004,Cus1379,Socks,West,2509-12-31,3,5
5845,1005,Cus1173,Jacket,North,2510-01-31,2,60
5846,1006,Cus1403,Gloves,South,2510-02-28,8,25
5847,1007,Cus1064,Shirt,East,2510-03-31,12,40
5848,1008,Cus1039,Shoes,West,2510-04-30,4,15
5849,1009,Cus1260,Hat,North,2510-05-31,7,10
5850,1010,Cus1454,Socks,South,2510-06-30,9,30
5851,1011,Cus1060,Jacket,East,2510-07-31,6,35
5852,1012,Cus1329,Gloves,West,2510-08-31,5,20
5853,1013,Cus1419,Shirt,North,2510-09-30,8,50
5854,1014,Cus1341,Shoes,South,2510-10-31,10,60
5855,1015,Cus1238,Hat,East,2510-11-30,11,10
5856,1016,Cus1351,Socks,West,2510-12-31,4,20
5857,1017,Cus1117,Jacket,North,2511-01-31,3,30
5858,1018,Cus1348,Gloves,South,2511-02-28,12,25
5859,1019,Cus1331,Shoes,East,2511-03-31,5,15
5860,1020,Cus1099,Hat,West,2511-04-30,7,50
5861,1001,Cus1475,Shirt,North,2511-05-31,5,20
5862,1002,Cus1493,Shoes,South,2511-06-30,10,50
5863,1003,Cus1328,Hat,East,2511-07-31,7,15
5864,1004,Cus1461,Socks,West,2511-08-31,3,5
5865,1005,Cus1343,Jacket,North,2511-09-30,2,60
5866,1006,Cus1448,Gloves,South,2511-10-31,8,25
5867,1007,Cus1362,Shirt,East,2511-11-30,12,40
5868,1008,Cus1282,Shoes,West,2511-12-31,4,15
5869,1009,Cus1007,Hat,North,2512-01-31,7,10
5870,1010,Cus1495,Socks,South,2512-02-29,9,30
5871,1011,Cus1381,Jacket,East,2512-03-31,6,35
5872,1012,Cus1007,Gloves,West,2512-04-30,5,20
5873,1013,Cus1022,Shirt,North,2512-05-31,8,50
5874,1014,Cus1446,Shoes,South,2512-06-30,10,60
5875,1015,Cus1140,Hat,East,2512-07-31,11,10
5876,1016,Cus1462,Socks,West,2512-08-31,4,20
5877,1017,Cus1324,Jacket,North,2512-09-30,3,30
5878,1018,Cus1014,Gloves,South,2512-10-31,12,25
5879,1019,Cus1023,Shoes,East,2512-11-30,5,15
5880,1020,Cus1190,Hat,West,2512-12-31,7,50
5881,1001,Cus1092,Shirt,North,2513-01-31,5,20
5882,1002,Cus1361,Shoes,South,2513-02-28,10,50
5883,1003,Cus1037,Hat,East,2513-03-31,7,15
5884,1004,Cus1451,Socks,West,2513-04-30,3,5
5885,1005,Cus1033,Jacket,North,2513-05-31,2,60
5886,1006,Cus1276,Gloves,South,2513-06-30,8,25
5887,1007,Cus1247,Shirt,East,2513-07-31,12,40
5888,1008,Cus1464,Shoes,West,2513-08-31,4,15
5889,1009,Cus1033,Hat,North,2513-09-30,7,10
5890,1010,Cus1133,Socks,South,2513-10-31,9,30
5891,1011,Cus1166,Jacket,East,2513-11-30,6,35
5892,1012,Cus1089,Gloves,West,2513-12-31,5,20
5893,1013,Cus1023,Shirt,North,2514-01-31,8,50
5894,1014,Cus1208,Shoes,South,2514-02-28,10,60
5895,1015,Cus1424,Hat,East,2514-03-31,11,10
5896,1016,Cus1424,Socks,West,2514-04-30,4,20
5897,1017,Cus1231,Jacket,North,2514-05-31,3,30
5898,1018,Cus1323,Gloves,South,2514-06-30,12,25
5899,1019,Cus1140,Shoes,East,2514-07-31,5,15
5900,1020,Cus1425,Hat,West,2514-08-31,7,50
5901,1001,Cus1236,Shirt,North,2514-09-30,5,20
5902,1002,Cus1457,Shoes,South,2514-10-31,10,50
5903,1003,Cus1041,Hat,East,2514-11-30,7,15
5904,1004,Cus1482,Socks,West,2514-12-31,3,5
5905,1005,Cus1101,Jacket,North,2515-01-31,2,60
5906,1006,Cus1075,Gloves,South,2515-02-28,8,25
5907,1007,Cus1256,Shirt,East,2515-03-31,12,40
5908,1008,Cus1017,Shoes,West,2515-04-30,4,15
5909,1009,Cus1311,Hat,North,2515-05-31,7,10
5910,1010,Cus1280,Socks,South,2515-06-30,9,30
5911,1011,Cus1412,Jacket,East,2515-07-31,6,35
5912,1012,Cus1102,Gloves,West,2515-08-31,5,20
5913,1013,Cus1188,Shirt,North,2515-09-30,8,50
5914,1014,Cus1183,Shoes,South,2515-10-31,10,60
5915,1015,Cus1399,Hat,East,2515-11-30,11,10
5916,1016,Cus1107,Socks,West,2515-12-31,4,20
5917,1017,Cus1075,Jacket,North,2516-01-31,3,30
5918,1018,Cus1233,Gloves,South,2516-02-29,12,25
5919,1019,Cus1098,Shoes,East,2516-03-31,5,15
5920,1020,Cus1174,Hat,West,2516-04-30,7,50
5921,1001,Cus1029,Shirt,North,2516-05-31,5,20
5922,1002,Cus1223,Shoes,South,2516-06-30,10,50
5923,1003,Cus1487,Hat,East,2516-07-31,7,15
5924,1004,Cus1225,Socks,West,2516-08-31,3,5
5925,1005,Cus1433,Jacket,North,2516-09-30,2,60
5926,1006,Cus1279,Gloves,South,2516-10-31,8,25
5927,1007,Cus1397,Shirt,East,2516-11-30,12,40
5928,1008,Cus1441,Shoes,West,2516-12-31,4,15
5929,1009,Cus1490,Hat,North,2517-01-31,7,10
5930,1010,Cus1428,Socks,South,2517-02-28,9,30
5931,1011,Cus1295,Jacket,East,2517-03-31,6,35
5932,1012,Cus1449,Gloves,West,2517-04-30,5,20
5933,1013,Cus1455,Shirt,North,2517-05-31,8,50
5934,1014,Cus1426,Shoes,South,2517-06-30,10,60
5935,1015,Cus1099,Hat,East,2517-07-31,11,10
5936,1016,Cus1177,Socks,West,2517-08-31,4,20
5937,1017,Cus1131,Jacket,North,2517-09-30,3,30
5938,1018,Cus1300,Gloves,South,2517-10-31,12,25
5939,1019,Cus1252,Shoes,East,2517-11-30,5,15
5940,1020,Cus1305,Hat,West,2517-12-31,7,50
5941,1001,Cus1229,Shirt,North,2518-01-31,5,20
5942,1002,Cus1101,Shoes,South,2518-02-28,10,50
5943,1003,Cus1366,Hat,East,2518-03-31,7,15
5944,1004,Cus1271,Socks,West,2518-04-30,3,5
5945,1005,Cus1352,Jacket,North,2518-05-31,2,60
5946,1006,Cus1152,Gloves,South,2518-06-30,8,25
5947,1007,Cus1324,Shirt,East,2518-07-31,12,40
5948,1008,Cus1215,Shoes,West,2518-08-31,4,15
5949,1009,Cus1111,Hat,North,2518-09-30,7,10
5950,1010,Cus1375,Socks,South,2518-10-31,9,30
5951,1011,Cus1126,Jacket,East,2518-11-30,6,35
5952,1012,Cus1241,Gloves,West,2518-12-31,5,20
5953,1013,Cus1151,Shirt,North,2519-01-31,8,50
5954,1014,Cus1310,Shoes,South,2519-02-28,10,60
5955,1015,Cus1098,Hat,East,2519-03-31,11,10
5956,1016,Cus1394,Socks,West,2519-04-30,4,20
5957,1017,Cus1156,Jacket,North,2519-05-31,3,30
5958,1018,Cus1331,Gloves,South,2519-06-30,12,25
5959,1019,Cus1228,Shoes,East,2519-07-31,5,15
5960,1020,Cus1395,Hat,West,2519-08-31,7,50
5961,1001,Cus1396,Shirt,North,2519-09-30,5,20
5962,1002,Cus1197,Shoes,South,2519-10-31,10,50
5963,1003,Cus1001,Hat,East,2519-11-30,7,15
5964,1004,Cus1292,Socks,West,2519-12-31,3,5
